  Date,StartTime,EndTime,Instrument,Signal,Strategy,EntryPrice,ExitPrice,PnL,Reason
29/1/2026,2:16:48 pm,2:40:00 pm,Long Straddle,NSE:NIFTY2620325400PE,25400,PE,BUY,173.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:16:58 pm,2:40:00 pm,Short Strangle,NSE:NIFTY2620325200PE,25200,PE,SELL,102.50,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:03 pm,2:40:00 pm,Long Strangle,NSE:NIFTY2620325200PE,25200,PE,BUY,102.50,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:03 pm,2:40:00 pm,Long Strangle,NSE:NIFTY2620325600CE,25600,CE,BUY,111.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:09 pm,2:40:00 pm,Iron Condor,NSE:NIFTY2620325200PE,25200,PE,SELL,102.50,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:09 pm,2:40:00 pm,Iron Condor,NSE:NIFTY2620325000PE,25000,PE,BUY,59.45,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:09 pm,2:40:00 pm,Iron Condor,NSE:NIFTY2620325800CE,25800,CE,BUY,57.05,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:19 pm,2:40:00 pm,Iron Butterfly,NSE:NIFTY2620325200PE,25200,PE,BUY,102.50,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:19 pm,2:40:00 pm,Iron Butterfly,NSE:NIFTY2620325400PE,25400,PE,SELL,173.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:19 pm,2:40:00 pm,Iron Butterfly,NSE:NIFTY2620325400CE,25400,CE,SELL,203.60,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:19 pm,2:40:00 pm,Iron Butterfly,NSE:NIFTY2620325600CE,25600,CE,BUY,111.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:28 pm,2:40:00 pm,Call Butterfly,NSE:NIFTY2620325200CE,25200,CE,BUY,331.50,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:28 pm,2:40:00 pm,Call Butterfly,NSE:NIFTY2620325400CE,25400,CE,SELL,203.60,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:17:28 pm,2:40:00 pm,Call Butterfly,NSE:NIFTY2620325600CE,25600,CE,BUY,111.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
