  Date,StartTime,EndTime,Instrument,Signal,Strategy,EntryPrice,ExitPrice,PnL,Reason
27/1/2026,2:29:11 pm,2:29:11 pm,BSE:SENSEX26JAN80600PE,N/A,Iron Condor,0,80600,128.15,107.45,-207.00,STOP LOSS (15%)
27/1/2026,2:31:07 pm,2:31:07 pm,NSE:NIFTY26JAN25250CE,N/A,Iron Condor,0,25250,2.20,2.60,-26.00,STOP LOSS (15%)
27/1/2026,2:38:23 pm,2:38:23 pm,BSE:SENSEX26JAN81000PE,N/A,Iron Condor,0,81000,224.10,167.95,561.50,TARGET (25%)
27/1/2026,2:38:47 pm,2:38:47 pm,BSE:SENSEX26JAN81800CE,N/A,Iron Condor,0,81800,306.80,360.55,-537.50,STOP LOSS (15%)
27/1/2026,2:39:57 pm,2:39:57 pm,BSE:SENSEX26JAN82200CE,N/A,Iron Condor,0,82200,178.40,230.15,517.50,TARGET (25%)
27/1/2026,2:40:41 pm,2:40:41 pm,NSE:NIFTY26JAN25450CE,N/A,Iron Condor,0,25450,0.95,0.80,-9.75,STOP LOSS (15%)
27/1/2026,2:40:42 pm,2:40:42 pm,NSE:NIFTY26JAN25250CE,N/A,Iron Condor,0,25250,2.20,4.15,-126.75,STOP LOSS (15%)
27/1/2026,2:40:42 pm,2:40:42 pm,NSE:NIFTY26JAN24650PE,N/A,Iron Condor,0,24650,0.75,0.50,-16.25,STOP LOSS (15%)
27/1/2026,2:40:42 pm,2:40:42 pm,NSE:NIFTY26JAN24850PE,N/A,Iron Condor,0,24850,2.95,1.00,126.75,TARGET (25%)
27/1/2026,2:41:14 pm,2:41:14 pm,NSE:NIFTY26JAN25450CE,N/A,Iron Condor,0,25450,0.95,0.70,-16.25,STOP LOSS (15%)
27/1/2026,2:41:14 pm,2:41:14 pm,NSE:NIFTY26JAN25250CE,N/A,Iron Condor,0,25250,2.20,3.65,-94.25,STOP LOSS (15%)
27/1/2026,2:41:14 pm,2:41:14 pm,NSE:NIFTY26JAN24650PE,N/A,Iron Condor,0,24650,0.75,0.50,-16.25,STOP LOSS (15%)
27/1/2026,2:41:14 pm,2:41:14 pm,NSE:NIFTY26JAN24850PE,N/A,Iron Condor,0,24850,2.95,1.00,126.75,TARGET (25%)
28/1/2026,11:34:13 am,11:37:32 am,Iron Condor,BSE:SENSEX26JAN83200CE,83200,CE,BUY,64.00,53.50,-105.00,STOP LOSS (15%)
28/1/2026,11:34:26 am,11:38:02 am,Call Butterfly,BSE:SENSEX26JAN82800CE,82800,CE,BUY,158.55,134.00,-245.50,STOP LOSS (15%)
28/1/2026,11:34:21 am,11:38:02 am,Iron Butterfly,BSE:SENSEX26JAN82800CE,82800,CE,BUY,158.55,134.00,-245.50,STOP LOSS (15%)
28/1/2026,11:34:06 am,11:38:02 am,Long Strangle,BSE:SENSEX26JAN82800CE,82800,CE,BUY,158.55,134.00,-245.50,STOP LOSS (15%)
28/1/2026,11:33:57 am,11:38:07 am,Long Straddle,BSE:SENSEX26JAN82400CE,82400,CE,BUY,329.20,276.00,-532.00,STOP LOSS (15%)
28/1/2026,11:34:13 am,11:38:12 am,Iron Condor,BSE:SENSEX26JAN82000PE,82000,PE,SELL,145.25,168.70,-234.50,STOP LOSS (15%)
28/1/2026,11:34:01 am,11:38:12 am,Short Strangle,BSE:SENSEX26JAN82000PE,82000,PE,SELL,145.25,168.70,-234.50,STOP LOSS (15%)
28/1/2026,11:34:21 am,11:38:37 am,Iron Butterfly,BSE:SENSEX26JAN82400PE,82400,PE,SELL,281.45,323.75,-423.00,STOP LOSS (15%)
28/1/2026,11:33:40 am,11:38:37 am,Short Straddle,BSE:SENSEX26JAN82400PE,82400,PE,SELL,281.45,323.75,-423.00,STOP LOSS (15%)
28/1/2026,11:34:13 am,11:38:52 am,Iron Condor,BSE:SENSEX26JAN82800CE,82800,CE,SELL,158.55,118.25,403.00,TARGET (25%)
28/1/2026,11:34:01 am,11:38:52 am,Short Strangle,BSE:SENSEX26JAN82800CE,82800,CE,SELL,158.55,118.25,403.00,TARGET (25%)
28/1/2026,11:34:26 am,11:39:43 am,Call Butterfly,BSE:SENSEX26JAN82000CE,82000,CE,BUY,592.75,501.20,-915.50,STOP LOSS (15%)
28/1/2026,11:30:43 am,11:42:38 am,Iron Condor,NSE:NIFTY2620325750CE,25750,CE,BUY,84.00,70.75,-861.25,STOP LOSS (15%)
28/1/2026,11:30:52 am,11:44:58 am,Call Butterfly,NSE:NIFTY2620325550CE,25550,CE,BUY,147.80,125.00,-1482.00,STOP LOSS (15%)
28/1/2026,11:30:48 am,11:44:58 am,Iron Butterfly,NSE:NIFTY2620325550CE,25550,CE,BUY,147.80,125.00,-1482.00,STOP LOSS (15%)
28/1/2026,11:30:39 am,11:44:58 am,Long Strangle,NSE:NIFTY2620325550CE,25550,CE,BUY,147.80,125.00,-1482.00,STOP LOSS (15%)
28/1/2026,11:34:26 am,11:45:08 am,Call Butterfly,BSE:SENSEX26JAN82400CE,82400,CE,SELL,329.20,246.80,1648.00,TARGET (25%)
28/1/2026,11:34:21 am,11:45:08 am,Iron Butterfly,BSE:SENSEX26JAN82400CE,82400,CE,SELL,329.20,246.80,824.00,TARGET (25%)
28/1/2026,11:33:40 am,11:45:08 am,Short Straddle,BSE:SENSEX26JAN82400CE,82400,CE,SELL,329.20,246.80,824.00,TARGET (25%)
28/1/2026,11:34:21 am,11:45:13 am,Iron Butterfly,BSE:SENSEX26JAN82000PE,82000,PE,BUY,145.25,182.40,371.50,TARGET (25%)
28/1/2026,11:34:06 am,11:45:13 am,Long Strangle,BSE:SENSEX26JAN82000PE,82000,PE,BUY,145.25,182.40,371.50,TARGET (25%)
28/1/2026,11:30:30 am,12:22:41 pm,Long Straddle,NSE:NIFTY2620325350CE,25350,CE,BUY,243.05,206.45,-2379.00,STOP LOSS (15%)
28/1/2026,11:33:57 am,12:22:46 pm,Long Straddle,BSE:SENSEX26JAN82400PE,82400,PE,BUY,281.45,354.10,726.50,TARGET (25%)
28/1/2026,11:34:13 am,12:23:06 pm,Iron Condor,BSE:SENSEX26JAN81600PE,81600,PE,BUY,71.90,90.20,183.00,TARGET (25%)
28/1/2026,11:30:52 am,12:25:51 pm,Call Butterfly,NSE:NIFTY2620325150CE,25150,CE,BUY,369.85,312.80,-3708.25,STOP LOSS (15%)
28/1/2026,11:30:43 am,12:25:56 pm,Iron Condor,NSE:NIFTY2620325150PE,25150,PE,SELL,130.65,150.95,-1319.50,STOP LOSS (15%)
28/1/2026,11:30:35 am,12:25:56 pm,Short Strangle,NSE:NIFTY2620325150PE,25150,PE,SELL,130.65,150.95,-1319.50,STOP LOSS (15%)
28/1/2026,11:30:48 am,12:28:53 pm,Iron Butterfly,NSE:NIFTY2620325350PE,25350,PE,SELL,204.60,235.90,-2034.50,STOP LOSS (15%)
28/1/2026,11:30:26 am,12:28:53 pm,Short Straddle,NSE:NIFTY2620325350PE,25350,PE,SELL,204.60,235.90,-2034.50,STOP LOSS (15%)
28/1/2026,11:30:43 am,12:29:32 pm,Iron Condor,NSE:NIFTY2620325550CE,25550,CE,SELL,147.80,110.40,2431.00,TARGET (25%)
28/1/2026,11:30:35 am,12:29:32 pm,Short Strangle,NSE:NIFTY2620325550CE,25550,CE,SELL,147.80,110.40,2431.00,TARGET (25%)
28/1/2026,11:30:52 am,1:00:29 pm,Call Butterfly,NSE:NIFTY2620325350CE,25350,CE,SELL,243.05,182.15,7917.00,TARGET (25%)
28/1/2026,11:30:48 am,1:00:29 pm,Iron Butterfly,NSE:NIFTY2620325350CE,25350,CE,SELL,243.05,182.15,3958.50,TARGET (25%)
28/1/2026,11:30:26 am,1:00:29 pm,Short Straddle,NSE:NIFTY2620325350CE,25350,CE,SELL,243.05,182.15,3958.50,TARGET (25%)
28/1/2026,11:30:30 am,1:22:31 pm,Long Straddle,NSE:NIFTY2620325350PE,25350,PE,BUY,204.60,255.85,3331.25,TARGET (25%)
28/1/2026,11:30:48 am,1:22:36 pm,Iron Butterfly,NSE:NIFTY2620325150PE,25150,PE,BUY,130.65,165.90,2291.25,TARGET (25%)
28/1/2026,11:30:39 am,1:22:36 pm,Long Strangle,NSE:NIFTY2620325150PE,25150,PE,BUY,130.65,165.90,2291.25,TARGET (25%)
28/1/2026,11:30:43 am,1:22:41 pm,Iron Condor,NSE:NIFTY2620324950PE,24950,PE,BUY,82.95,107.90,1621.75,TARGET (25%)
28/1/2026,1:29:19 pm,1:29:20 pm,Short Straddle,BSE:SENSEX26JAN82400PE,82400,PE,SELL,281.45,478.80,-1973.50,STOP LOSS (15%)
28/1/2026,1:29:19 pm,1:29:20 pm,Short Straddle,BSE:SENSEX26JAN82400CE,82400,CE,SELL,329.20,148.00,1812.00,TARGET (25%)
28/1/2026,1:31:44 pm,1:34:55 pm,Iron Condor,BSE:SENSEX26JAN81600PE,81600,PE,SELL,118.65,136.55,-179.00,STOP LOSS (15%)
28/1/2026,1:31:35 pm,1:34:55 pm,Short Strangle,BSE:SENSEX26JAN81600PE,81600,PE,SELL,118.65,136.55,-179.00,STOP LOSS (15%)
28/1/2026,1:31:47 pm,1:35:15 pm,Iron Butterfly,BSE:SENSEX26JAN82000PE,82000,PE,SELL,251.10,291.80,-407.00,STOP LOSS (15%)
28/1/2026,1:31:44 pm,1:35:15 pm,Iron Condor,BSE:SENSEX26JAN81200PE,81200,PE,BUY,54.90,69.00,141.00,TARGET (25%)
28/1/2026,1:31:27 pm,1:35:15 pm,Short Straddle,BSE:SENSEX26JAN82000PE,82000,PE,SELL,251.10,291.80,-407.00,STOP LOSS (15%)
28/1/2026,1:31:47 pm,1:44:46 pm,Iron Butterfly,BSE:SENSEX26JAN81600PE,81600,PE,BUY,118.65,149.00,303.50,TARGET (25%)
28/1/2026,1:31:40 pm,1:44:46 pm,Long Strangle,BSE:SENSEX26JAN81600PE,81600,PE,BUY,118.65,149.00,303.50,TARGET (25%)
28/1/2026,1:31:52 pm,1:44:51 pm,Call Butterfly,BSE:SENSEX26JAN82400CE,82400,CE,BUY,150.10,123.05,-270.50,STOP LOSS (15%)
28/1/2026,1:31:47 pm,1:44:51 pm,Iron Butterfly,BSE:SENSEX26JAN82400CE,82400,CE,BUY,150.10,123.05,-270.50,STOP LOSS (15%)
28/1/2026,1:31:44 pm,1:44:51 pm,Iron Condor,BSE:SENSEX26JAN82800CE,82800,CE,BUY,63.45,53.85,-96.00,STOP LOSS (15%)
28/1/2026,1:31:40 pm,1:44:51 pm,Long Strangle,BSE:SENSEX26JAN82400CE,82400,CE,BUY,150.10,123.05,-270.50,STOP LOSS (15%)
28/1/2026,1:31:31 pm,1:44:51 pm,Long Straddle,BSE:SENSEX26JAN82000PE,82000,PE,BUY,251.10,321.50,704.00,TARGET (25%)
28/1/2026,1:31:31 pm,1:44:51 pm,Long Straddle,BSE:SENSEX26JAN82000CE,82000,CE,BUY,320.80,266.60,-542.00,STOP LOSS (15%)
28/1/2026,1:31:52 pm,1:44:56 pm,Call Butterfly,BSE:SENSEX26JAN81600CE,81600,CE,BUY,589.70,496.10,-936.00,STOP LOSS (15%)
28/1/2026,1:31:52 pm,1:48:37 pm,Call Butterfly,BSE:SENSEX26JAN82000CE,82000,CE,SELL,320.80,238.35,1649.00,TARGET (25%)
28/1/2026,1:31:47 pm,1:48:37 pm,Iron Butterfly,BSE:SENSEX26JAN82000CE,82000,CE,SELL,320.80,238.35,824.50,TARGET (25%)
28/1/2026,1:31:44 pm,1:48:37 pm,Iron Condor,BSE:SENSEX26JAN82400CE,82400,CE,SELL,150.10,110.55,395.50,TARGET (25%)
28/1/2026,1:31:35 pm,1:48:37 pm,Short Strangle,BSE:SENSEX26JAN82400CE,82400,CE,SELL,150.10,110.55,395.50,TARGET (25%)
28/1/2026,1:31:27 pm,1:48:37 pm,Short Straddle,BSE:SENSEX26JAN82000CE,82000,CE,SELL,320.80,238.35,824.50,TARGET (25%)
28/1/2026,1:30:24 pm,2:40:00 pm,Short Straddle,NSE:BANKNIFTY26FEB59400CE,59400,CE,SELL,1066.00,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:24 pm,2:40:00 pm,Short Straddle,NSE:BANKNIFTY26FEB59400PE,59400,PE,SELL,788.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:27 pm,2:40:00 pm,Long Straddle,NSE:BANKNIFTY26FEB59400CE,59400,CE,BUY,1066.00,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:27 pm,2:40:00 pm,Long Straddle,NSE:BANKNIFTY26FEB59400PE,59400,PE,BUY,788.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:31 pm,2:40:00 pm,Short Strangle,NSE:BANKNIFTY26FEB58900PE,58900,PE,SELL,603.55,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:31 pm,2:40:00 pm,Short Strangle,NSE:BANKNIFTY26FEB59900CE,59900,CE,SELL,793.30,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:35 pm,2:40:00 pm,Long Strangle,NSE:BANKNIFTY26FEB58900PE,58900,PE,BUY,603.55,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:35 pm,2:40:00 pm,Long Strangle,NSE:BANKNIFTY26FEB59900CE,59900,CE,BUY,793.30,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:40 pm,2:40:00 pm,Iron Condor,NSE:BANKNIFTY26FEB58900PE,58900,PE,SELL,603.55,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:40 pm,2:40:00 pm,Iron Condor,NSE:BANKNIFTY26FEB58400PE,58400,PE,BUY,455.70,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:40 pm,2:40:00 pm,Iron Condor,NSE:BANKNIFTY26FEB59900CE,59900,CE,SELL,793.30,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:40 pm,2:40:00 pm,Iron Condor,NSE:BANKNIFTY26FEB60400CE,60400,CE,BUY,574.00,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:44 pm,2:40:00 pm,Iron Butterfly,NSE:BANKNIFTY26FEB58900PE,58900,PE,BUY,603.55,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:44 pm,2:40:00 pm,Iron Butterfly,NSE:BANKNIFTY26FEB59400PE,59400,PE,SELL,788.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:44 pm,2:40:00 pm,Iron Butterfly,NSE:BANKNIFTY26FEB59400CE,59400,CE,SELL,1066.00,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:44 pm,2:40:00 pm,Iron Butterfly,NSE:BANKNIFTY26FEB59900CE,59900,CE,BUY,793.30,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:49 pm,2:40:00 pm,Call Butterfly,NSE:BANKNIFTY26FEB58900CE,58900,CE,BUY,1376.85,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:49 pm,2:40:00 pm,Call Butterfly,NSE:BANKNIFTY26FEB59400CE,59400,CE,SELL,1066.00,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
28/1/2026,1:30:49 pm,2:40:00 pm,Call Butterfly,NSE:BANKNIFTY26FEB59900CE,59900,CE,BUY,793.30,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:10:47 pm,2:10:53 pm,Iron Condor,BSE:SENSEX26JAN82900CE,82900,CE,SELL,11.45,13.25,-18.00,STOP LOSS (15%)
29/1/2026,2:10:38 pm,2:10:53 pm,Short Strangle,BSE:SENSEX26JAN82900CE,82900,CE,SELL,11.45,13.25,-18.00,STOP LOSS (15%)
29/1/2026,2:10:51 pm,2:11:18 pm,Iron Butterfly,BSE:SENSEX26JAN82100PE,82100,PE,BUY,17.40,14.40,-30.00,STOP LOSS (15%)
29/1/2026,2:10:42 pm,2:11:18 pm,Long Strangle,BSE:SENSEX26JAN82100PE,82100,PE,BUY,17.40,14.40,-30.00,STOP LOSS (15%)
29/1/2026,2:11:00 pm,2:11:23 pm,Call Butterfly,BSE:SENSEX26JAN82500CE,82500,CE,SELL,99.90,116.15,-325.00,STOP LOSS (15%)
29/1/2026,2:10:51 pm,2:11:23 pm,Iron Butterfly,BSE:SENSEX26JAN82500CE,82500,CE,SELL,99.90,116.15,-162.50,STOP LOSS (15%)
29/1/2026,2:10:26 pm,2:11:23 pm,Short Straddle,BSE:SENSEX26JAN82500CE,82500,CE,SELL,99.90,116.15,-162.50,STOP LOSS (15%)
29/1/2026,2:10:31 pm,2:11:48 pm,Long Straddle,BSE:SENSEX26JAN82500PE,82500,PE,BUY,122.30,101.85,-204.50,STOP LOSS (15%)
29/1/2026,2:11:00 pm,2:11:58 pm,Call Butterfly,BSE:SENSEX26JAN82900CE,82900,CE,BUY,11.45,14.55,31.00,TARGET (25%)
29/1/2026,2:10:51 pm,2:11:58 pm,Iron Butterfly,BSE:SENSEX26JAN82900CE,82900,CE,BUY,11.45,14.55,31.00,TARGET (25%)
29/1/2026,2:10:47 pm,2:11:58 pm,Iron Condor,BSE:SENSEX26JAN81700PE,81700,PE,BUY,5.35,4.50,-8.50,STOP LOSS (15%)
29/1/2026,2:10:47 pm,2:11:58 pm,Iron Condor,BSE:SENSEX26JAN82100PE,82100,PE,SELL,17.40,12.95,44.50,TARGET (25%)
29/1/2026,2:10:42 pm,2:11:58 pm,Long Strangle,BSE:SENSEX26JAN82900CE,82900,CE,BUY,11.45,14.55,31.00,TARGET (25%)
29/1/2026,2:10:38 pm,2:11:58 pm,Short Strangle,BSE:SENSEX26JAN82100PE,82100,PE,SELL,17.40,12.95,44.50,TARGET (25%)
29/1/2026,2:10:31 pm,2:12:03 pm,Long Straddle,BSE:SENSEX26JAN82500CE,82500,CE,BUY,99.90,126.25,263.50,TARGET (25%)
29/1/2026,2:10:51 pm,2:12:08 pm,Iron Butterfly,BSE:SENSEX26JAN82500PE,82500,PE,SELL,122.30,77.00,453.00,TARGET (25%)
29/1/2026,2:10:26 pm,2:12:08 pm,Short Straddle,BSE:SENSEX26JAN82500PE,82500,PE,SELL,122.30,77.00,453.00,TARGET (25%)
29/1/2026,2:18:02 pm,2:18:08 pm,Short Strangle,BSE:SENSEX26JAN83000CE,83000,CE,SELL,7.65,9.20,-15.50,STOP LOSS (15%)
29/1/2026,2:18:16 pm,2:18:19 pm,Iron Condor,BSE:SENSEX26JAN83000CE,83000,CE,SELL,7.65,9.35,-17.00,STOP LOSS (15%)
29/1/2026,2:17:59 pm,2:19:19 pm,Long Straddle,BSE:SENSEX26JAN82600CE,82600,CE,BUY,78.45,66.30,-121.50,STOP LOSS (15%)
29/1/2026,2:18:28 pm,2:19:24 pm,Call Butterfly,BSE:SENSEX26JAN83000CE,83000,CE,BUY,7.65,6.40,-12.50,STOP LOSS (15%)
29/1/2026,2:18:19 pm,2:19:24 pm,Iron Butterfly,BSE:SENSEX26JAN83000CE,83000,CE,BUY,7.65,6.40,-12.50,STOP LOSS (15%)
29/1/2026,2:18:16 pm,2:19:24 pm,Iron Condor,BSE:SENSEX26JAN82200PE,82200,PE,SELL,13.00,15.60,-26.00,STOP LOSS (15%)
29/1/2026,2:18:07 pm,2:19:24 pm,Long Strangle,BSE:SENSEX26JAN83000CE,83000,CE,BUY,7.65,6.40,-12.50,STOP LOSS (15%)
29/1/2026,2:18:02 pm,2:19:24 pm,Short Strangle,BSE:SENSEX26JAN82200PE,82200,PE,SELL,13.00,15.60,-26.00,STOP LOSS (15%)
29/1/2026,2:18:19 pm,2:19:29 pm,Iron Butterfly,BSE:SENSEX26JAN82200PE,82200,PE,BUY,13.00,16.25,32.50,TARGET (25%)
29/1/2026,2:18:07 pm,2:19:29 pm,Long Strangle,BSE:SENSEX26JAN82200PE,82200,PE,BUY,13.00,16.25,32.50,TARGET (25%)
29/1/2026,2:18:28 pm,2:19:34 pm,Call Butterfly,BSE:SENSEX26JAN82600CE,82600,CE,SELL,78.45,57.30,423.00,TARGET (25%)
29/1/2026,2:18:19 pm,2:19:34 pm,Iron Butterfly,BSE:SENSEX26JAN82600CE,82600,CE,SELL,78.45,57.30,211.50,TARGET (25%)
29/1/2026,2:18:19 pm,2:19:34 pm,Iron Butterfly,BSE:SENSEX26JAN82600PE,82600,PE,SELL,130.50,156.00,-255.00,STOP LOSS (15%)
29/1/2026,2:17:55 pm,2:19:34 pm,Short Straddle,BSE:SENSEX26JAN82600PE,82600,PE,SELL,130.50,156.00,-255.00,STOP LOSS (15%)
29/1/2026,2:17:55 pm,2:19:34 pm,Short Straddle,BSE:SENSEX26JAN82600CE,82600,CE,SELL,78.45,57.30,211.50,TARGET (25%)
29/1/2026,2:18:16 pm,2:19:49 pm,Iron Condor,BSE:SENSEX26JAN81800PE,81800,PE,BUY,3.35,4.20,8.50,TARGET (25%)
29/1/2026,2:17:59 pm,2:19:54 pm,Long Straddle,BSE:SENSEX26JAN82600PE,82600,PE,BUY,130.50,166.80,363.00,TARGET (25%)
29/1/2026,2:18:28 pm,2:20:34 pm,Call Butterfly,BSE:SENSEX26JAN82200CE,82200,CE,BUY,358.65,300.55,-581.00,STOP LOSS (15%)
29/1/2026,2:18:16 pm,2:23:04 pm,Iron Condor,BSE:SENSEX26JAN83400CE,83400,CE,BUY,1.95,1.65,-3.00,STOP LOSS (15%)
29/1/2026,2:17:09 pm,2:32:10 pm,Iron Condor,NSE:NIFTY2620325600CE,25600,CE,SELL,111.65,128.60,-1101.75,STOP LOSS (15%)
29/1/2026,2:16:58 pm,2:32:10 pm,Short Strangle,NSE:NIFTY2620325600CE,25600,CE,SELL,111.65,128.60,-1101.75,STOP LOSS (15%)
29/1/2026,2:16:33 pm,2:40:00 pm,Short Straddle,NSE:NIFTY2620325400CE,25400,CE,SELL,203.60,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:16:33 pm,2:40:00 pm,Short Straddle,NSE:NIFTY2620325400PE,25400,PE,SELL,173.65,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
29/1/2026,2:16:48 pm,2:40:00 pm,Long Straddle,NSE:NIFTY2620325400CE,25400,CE,BUY,203.60,0.00,0.00,AUTO SQUARE-OFF (2:40 PM)
